编号,企业名称,股票简称,上市公司行业,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,招聘发布日期,招聘结束日期
1821,邢台纳科诺尔精轧科技股份有限公司,纳科诺尔,专用设备制造业,生产车间主任,邢台,10000.0,20000.0,1. 依据项目计划及组件工时标准分配生产任务，跟进生产进度，确保装配任务按期完成。 2. 建立并执行装配过程质量管控机制，制定有效质量保障措施，确保产品自检达标并合格交付。 3. 负责团队管理及车间现场安全管理，识别安全隐患并推动改善措施闭环落地；严格规范员工劳动纪律，保障生产秩序。 4. 主动与各部门沟通协调，配合推进跨部门协作事项，确保各项工作高效衔接。,大专,5年及以上,专用设备制造,2026-02-13,2026-04-13
2711,成都千嘉科技股份有限公司,成都燃气,燃气生产和供应业,综合会计,成都,5000.0,7000.0,技岗位职责： 1、根据公司实际发生的业务事项全面安排相应的会计核算，不断优化现有业务的财务核算流程； 2、按时编制财务报表及各类财务分析报告，并根据分析结果及时向财务部经理提供改善性意见、及时向股东方及外部报表需求方等报送。 3、每月对主要产品平均成本、生产效率/损耗进行统计，统计结果及时向领导汇报； 4、跟踪全年预算执行情况，对异常数据及时反馈。 5、完善信息化项目日常管理工作，及时登记相关台账，收集基础资料。对异常数据及时反馈。 任职要求： 1. 本科及以上学历，具备会计专业资格证书。 2. 具备较好的沟通协调能力，具有执行力。 3. 3年以上工业企业财务工作经验，熟悉财务部所有工作流程及具有较强的工作实操能力。 4. 持有驾照或双流附近人士优先。 5. 有工程施工企业工作经验优先。 6. 具体待遇面议。 福利待遇： 1.工作时间：周一至周五，朝九晚五，周末双休，国定节假日等按国家规定放假。 2.免费提供工作午餐。 3.公司提供早晚至市区的免费通勤车。 4.节假日公司工会组织企业文化活动以及发放员工福利、补贴。 5. 入职即签订劳动合同，按规定购买保险。 6.提供年底奖金。 7.公司具有完善的制度管理体系以及人员培养培训体系，完善的职业发展平台和空间，为每位员工设计职业发展通道 。 8. 定期举行和组织各类行业高端学术研讨，职业资格认证考试培训等。 9.公司采用宽幅薪酬依能力定薪，在行业内具有竞争力，欢迎有志之士加入！,本科,5年及以上,仪器仪表/工业自动化,2026-02-24,2026-04-24
397,上海君实生物医药科技股份有限公司,绿地控股,土木工程建筑业,体内药理药效研究员(J11056),上海,10000.0,15000.0,工作职责: 1.能够独立完成在小鼠和大鼠上开展的常规体内药效动物试验操作，支持体内筛选和药理学项目。 2.参与新型体内模型的开发，协助团队搭建新的方法体系和疾病模型知识库，助力药物发现与开发。 3.能够独立严格按照要求执行药物制剂的准备，配置工作。 4.能够独立负责实验样本的准备、管理和储存工作。 5.严格遵守实验方案、标准操作流程（SOP）以及动物饲养机构规定与使用委员会（IACUC）的相关规定。 6. 及时、准确、完整、科学地记录实验结果，并审核数据，分析问题，总结实验结果并撰写研究报告。 7.在上级指导下，清晰有效地汇报和展示数据。 8.与团队成员紧密协作，确保项目顺利推进，及时发现和解决项目相关问题。 9.完成上级主管交待的其他任务。 任职资格: 1.本科及以上学历，具备3年以上体内药理药效学或动物研究相关行业经验。具有硕士学历并所学专业是生命科学、生物医学、生物工程、药理学或基础医学等相关专业，具有大分子类药物（双抗、ADC）研发或者肿瘤学，自身免疫相关研究经验者优先。 2.熟悉常规的免疫学和分子生物学理论背景和操作技能，熟悉动物实验操作技术，能够独立进行肿瘤/自免模型建立和药理、药效学研究工作；能够对相关数据进行分析解读。 3.熟练掌握小型实验动物操作技能，包括动物抓取、药物制剂准备、通过多种给药途径（如腹腔注射、口服、皮下注射、静脉注射、肌肉注射等）对啮齿动物（小鼠/大鼠）进行给药（需确保动物处于无压力状态）、组织和体液的收集与处理。熟练掌握尸检、安乐死、麻醉、疾病负担测量和临床观察等技能。 4.具备独立工作能力，同时能够与团队成员高效协作。 5.具备良好的英语读写能力，良好的逻辑思维能力和沟通能力。 6.具备勤奋、责任心、敬业精神和抗压能力等优秀的职业道德品质。 来自：,本科,3年及以上,制药/生物工程,2026-03-02,2026-05-02
4325,深圳齐心集团股份有限公司,齐心集团,文教、工美、体育和娱乐用品制造业,校园大使招募-广西科技大学&广西民族大学,南宁,6525.0,6525.0,大三大四学生均可~~ 工作职责： 1、入校路线指引 2、校招物资接收 3、线上线下宣传 ①转发校招推文至大四毕业生群，微信群或者QQ群； ②在学校宣传齐心集团招聘信息； ③工作验收：照片、截图发至校园大使群 4、收集简历并推荐 校园大使福利： 面试直通卡：免简历初筛，直通HR面试环节； 校园大使入职礼包：一份特别的欢迎礼物，让你的大使之旅更加精彩； 内推奖励：推荐的学生收到offer，将获得200元/人的内推奖励； 实习机会：表现优异者将有机会获得齐心校招实习offer。,本科,经验不限,办公用品及设备,2026-02-03,2026-04-03
1375,特变电工股份有限公司,特变电工,电气机械和器材制造业,准东能源研究院露天采矿研究所爆破工程师,北京,10000.0,20000.0,1、审查露天煤矿月度爆破设计； 2、优化对露天煤矿钻孔、爆破参数； 3、研究爆破新工艺、新技术，改善爆破效果，降低爆破成本。。,本科,经验不限,电气/电力/水利,2026-03-07,2026-05-07
2243,上海合力叉车有限公司,安徽合力,通用设备制造业,叉车学徒工,上海,2700.0,3900.0,1、学习叉车类型和构造，跟班学习叉车维修、保养技术，配合师傅完成维修任务； 2、此岗位往维修工程师方向培养，欢迎对技术有追求的小伙伴投递，有驾照者优先。 此岗位工作地点安排在： 上海、南通、昆山 包吃包住,中技/中专,经验不限,机械/设备/重工,2026-01-22,2026-03-22
4725,中曼石油天然气集团股份有限公司,中曼石油,石油和天然气开采业,特车装配工,上海,8000.0,12000.0,工作内容： 1、特车结构件划线及组对工作； 2、特车钣金件制作； 3、特车组装工作； 4、特车调试工作配合； 5、特车售后服务现场处理。 任职资格： 1.基本功踏实、操作娴熟； 2.能娴熟使用各种工卡量具（含千分尺、白分表等）； 3.识图能力强、能按图纸及工艺要求独立完成组装设备； 4.不怕脏苦，服从领导安排； 5.有特车装配机械方面工作经验者优先。,学历不限,3年及以上,石油/化工/矿产/地质,2026-02-03,2026-04-03
3413,北京中信书店有限责任公司,中信出版,新闻和出版业,动漫/影视综衍生品-营销企划,北京,7000.0,12000.0,第·一部分福利待遇 一、劳动用工标准 1.用工性质：与中信书店签署劳动合同； 2.合同期：首·次合同3年以上； 3.试用期：6个月。入职1-3个月按合同工资标准的80%发放，入职第4个月起按合同工资的100%发放。 二、福利待遇 1.六险二金（保险实缴、公积金12%、补充医疗、企业年金）及其他商业保险、年度体检； 2.工会福利：年节日、员工生日，全年福利合计不低于2400元； 3.员工茶歇120元/月； 4.其他福利。 三、薪酬待遇 1. 工资范围【专员：7-9K/月、主管：10-12K/月】（基本+公务补助+绩效奖金） 2. 补助：补助【饭补+物业补助+供暖补助】 第二部分 岗位要求 岗位职责 1. SNS日常运营：负责品牌官方新媒体平台（如小红书、抖音、微博等）的日常管理与运营，提升账号关注度及互动率。参与策划与制作品牌海内外线上全渠道内容传播物料，包括不限于选题策划、文案撰写、视频拍摄剪辑等。 2. 策划并组织新品发布的线上营销活动：协助泛文娱自研衍生品新品的社交媒体推广、视频策划、线上内容营销等。 3. 门店活动策划：以销售为导向，辅助策划中信书店动漫门店活动、快闪活动等并参与执行。 4. 数据监测与复盘：能实时追踪并复盘数据，不断优化活动策略/选题/剪辑等。 5. 配合团队完成其他营销相关辅助工作 岗位要求 1. 本科以上学历，新传、市场营销、数媒等相关专业优先。熟悉市场、内容、公关等各个模块工作。英语、日语能力者优先。 2. 热爱并长期关注影视剧/二次元领域，了解IP衍生品产业，了解粉丝及客群心理。爱逛漫展，快闪者优先。 3. 有网感，了解各社交平台运营规则及特点;有娱乐营销sense，具有良好的文案能力、视频拍摄能力、活动策划能力。 4. 熟练使用PR、剪映等剪辑软件，PS等作图软件。审美在线，逻辑思维在线。 5. 具有良好的沟通能力和团队协作精神，情绪稳定，结果导向，执行力强。 来自：,本科,5年及以上,零售/批发,2026-02-27,2026-04-27
561,合肥经纬电子科技有限公司,春秋电子,计算机、通信和其他电子设备制造业,普工/操作工,合肥,5500.0,6500.0,【工作内容】 - 根据生产计划和作业指导书进行产品的组装、加工或包装等操作。 - 使用相关工具和设备，确保生产过程中的安全与效率。 - 完成每日分配的生产任务，并保证产品质量符合标准。 【任职要求】 - 年龄16-48周岁，身体健康，能够适应工厂环境下的体力劳动。 - 不限工作经验，愿意接受基础培训。 - 服从管理，责任心强，能适应倒班或加班安排。,学历不限,经验不限,原材料和加工,2026-02-22,2026-04-22
1337,惠州亿纬锂能股份有限公司,亿纬锂能,电气机械和器材制造业,工程部高级经理,沈阳,30000.0,40000.0,岗位职责: 1、设备管理：设备停机时间/优率： 根据生产计划表，制定设备维护保养计划，确保设备高效率运行 1）负责设备异常问题分析及解决，并形成报告定期进行经验分享 2）起草设备安全操作规程和设备维护保养手册，并按规范执行 3）与产线主管协商停机计划，安排人员对设备进行维护 4）指导设备保养及设备日常点检和周点检 5）核算并建立备件安全库存，负责备品备件的预购及验收 2、设备导入：PPAP达成率： 根据子项目计划，负责责任设备导入，达成PPAP要求 1）跟进并把控设备交付，调试，试产上数，量产，验收各个计划节点进度 2）组织并参与各相关部门与供应商进行技术交流，输出会议纪要 3）负责设备监造，输出设备驻场监造报告，协助相关部门完成设备预验收，输出设备预验收报告 4）按设备技术协议要求，主导生产设备验收，输出设备验收报告，并在OA提交固定资产验收流程及资料 3、安全管理：安全事故： 根据公司安全目标，做好设备和人员的安全管理，做到零事故零冒烟； 1）起草责任设备危险源文件，评审输出后对员工进行宣贯 2）关注责任设备的安全隐患并消除 3）不定期组织员工学习不安全案例，提高员工安全意识 4、技师培养：培训计划完成率 依据公司培训计划，编制专业经验知识报告，培训新人及技师； 1）对技师能力了解分析，并安排合适的工作岗位，以达到高效的工作目标 2）培训技师依据维修经验制作输出OPL，给新人学习的样本 3）定期现场组织技师设备工作原理学习 任职资格: 1、45周岁以下，全日制本科学历及以上学历，理工科专业毕业 2、7年以上锂电池行业工作经验，熟悉锂电设备改善维护 3、熟悉IATF16949/VDA6.3质量体系设备在制造、测试中的实际应用 4、熟练掌握锂电池工艺流程，具备现场故障分析解决能力,本科,8年及以上,新能源,2026-02-28,2026-04-28
4329,奥飞娱乐股份有限公司,奥飞娱乐,文教、工美、体育和娱乐用品制造业,抖音主播（月休8天+五险一金）,广州,7000.0,10000.0,岗位职责： 1、负责奥迪双钻玩具官方旗舰店抖音直播带货，展示趣味性强、互动性高的直播内容；结合产品特性设计演示环节（如开箱、场景搭建、玩法教学、收藏价值解读等），提升用户停留时长与购买欲望。 2、产品专业讲解与种草：深度理解每款玩具的设计理念、IP背景、工艺细节及收藏价值，用通俗易懂的语言传递产品核心卖点； 3、粉丝互动与社群维护：实时解答用户关于产品材质、尺寸、玩法、预售机制等问题，引导下单转化； 4、数据复盘与优化：跟踪直播数据（GMV、转化率、停留时长等），协同运营团队优化话术、选品及活动策略； 5、关注玩具行业动态、热门IP及竞品动向，提出内容创新建议。 任职要求： 1、1年以上电商直播经验（玩具、潮玩、文创类目经验者优先）； 2、镜头表现力强，语言表达流畅，具备感染力和亲和力，能持续保持高能量状态； 3、熟悉抖音直播平台规则），了解平台推流机制。 3、 擅长动手操作玩具（如拼装、场景摆拍），能生动展现产品玩法和收藏乐趣； 4、 灵活应对直播突发状况，引导评论区正向互动，妥善处理客诉问题； 5、基础数据敏感度： 能根据实时数据调整讲解节奏，配合运营达成销售目标。,大专,1年及以上,多元化业务集团公司,2026-01-19,2026-03-19
2613,东鹏饮料（集团）股份有限公司,东鹏饮料,酒、饮料和精制茶制造业,HRBP经理,衢州,12000.0,15000.0,岗位职责： 1、协助制定、组织实施公司人力资源规划，建设发展人力资源各项模块体系，***限度地开发人力资源，为实现公司经营发展战略目标提供人力保障； 2、根据公司批准的人力资源发展规划制订人员招募计划，并组织实施招聘工作； 3、组织制定、执行、监督公司人事管理制度落实。 4、根据员工综合素质、工作能力的不同状况，制订与之适合的培训计划，并组织实施； 5、依据相关法律法规，并参考同行业之水平，提报合理的、有竞争性的薪酬方案； 6、提报合理、有效的绩效评估方案； 7、负责劳动关系管理，协调/解决劳资关系纠纷； 8、负责公司人事档案的建立、管理工作； 9、负责员工升、迁、调、免、辞、退等人事调整工作； 10、负责企业文化建设，开展企业文化活动； 11、指导、考核下属工作，界定下属工作范围、权限； 12、完成领导交办的其他工作。 任职要求： 1、本科及以上学历，人力资源管理等相关专业优先。 2、执行力强、抗压能力强、团队合作意识强、学习新事物能力强； 3、熟练掌握办公自动化软件，擅长于统计报表制作及函数公式运用； 4、熟悉国家劳动法、社保等法律和法规；有不断总结，不断学习的自我超越精神； 5、有良好的职业道德和职业操守，工作积极主动，执行力强，具有较强的沟通表达能力和组织、协调能力及敏锐的洞察力，具有较高的综合素质和良好的文字功底。 工作地点：可接受全国指派 工作时间：每周工作40小时，周一至周五7小时/天，周六5小时/天。,本科,10年及以上,快速消费品(食品、饮料、化妆品),2026-02-26,2026-04-26
2628,东鹏饮料（集团）股份有限公司,东鹏饮料,酒、饮料和精制茶制造业,快消冰柜运营主管（天津西青）,天津,8000.0,12000.0,岗位职责： 1、根据公司冰柜年度规划，收集所辖区域冰柜需求，确保计划实施及目标达成； 2、负责收集整合冰柜管理信息化系统问题，跟进问题反馈与处理； 3、负责所辖区域冰柜投放、退柜、转投、报废、遗失等工作的合理合规性，跟进区域内各项冰柜工作的执行质量和进度； 4、负责审核冰柜遗失、报废申请合理性； 5、负责所辖区域冰柜资产盘点工作； 6、负责所辖区域E站项目正常运营； 7、完成上级交办的其他工作。 任职要求： 1、大专及以上学历，专业不限 2、3年以上工作经历，有行业冰柜管理经验优先 3、良好的沟通表达能力，熟练使用各类办公软件 4、抗压能力强，能接受外勤出差,大专,3年及以上,快速消费品(食品、饮料、化妆品),2026-03-01,2026-05-01
1671,西安迪安医学检验实验室有限公司,迪安诊断,卫生,医疗采购专员,兰州,6000.0,7000.0,岗位职责： 1、供应商(检验仪器、试剂、耗材)资源的开发、评估、分析和优化。 2、成本分析、主导价格谈判降本增效。 3、供应商管理，不断优化供应商数据库。 4、采购合同的编制与管理，有效把控合同签订与执行风险。 5、编制采购报表、分析报告，并提出相应意见和建议。 任职要求： 1、大专及以上学历。 2、3年以上采购经验，具有医疗器械/医疗设备采购经验，有体外诊断/医学检验实验室行业经验者优先。 3、逻辑清晰，具备较强的团队协作意识、数据分析能力、谈判能力、沟通协调能力，熟练操作Exce等办公软件。,大专,5年及以上,卫生服务,2026-03-02,2026-05-02
25,兴银理财有限责任公司,兴业银行,货币金融服务,线上平台市场营销岗（福州）,福州,10000.0,20000.0,岗位职责： 1、制定门户网站、小程序等线上平台的营销推广策略、活动策划方案等并组织实施； 2、协调推动渠道合作，协同公司内外部渠道资源，开展渠道线上推广； 3、开展用户调研与数据分析，收集分析用户需求，构建用户行为画像，开展平台用户分层经营。 任职要求： 1、硕士及以上学历，金融学、市场营销、传播学等相关专业。 2、具备3年以上市场营销、线上店铺营销、互联网渠道管理经验，或有金融行业从业经验者优先； 3、具备优秀的营销策划、用户分析及沟通协调能力； 4、身心健康、品行端正，具有良好的职业道德，以往经历中无任何不良记录。,硕士,3年及以上,银行,2026-02-10,2026-04-10
2900,成都倍特药业股份有限公司,高新发展,房屋建筑业,实习生(J12534),成都,2000.0,4000.0,工作职责: 1、协助生产技术部负责生产操作； 2、协助质量部（QA、QC)文件整理及检验检测； 3、协助工程部进行设备管理； 4、实习生根据自己的专业兴趣选择生产、质量、工程相关岗位。 任职资格: 1、大专及以上学历，机械、电气、设备、药学及生物药相关专业； 2、沟通表达能力较好，能基本的办公软件操作； 3、实习期不低于三个月。 （ ） （来 自 ）,大专,经验不限,制药/生物工程,2026-03-04,2026-05-04
444,中建材（上海）航空技术有限公司,中材科技,非金属矿物制品业,采购员(J10059),上海,7000.0,12000.0,工作职责: 1、根据公司采购计划与生产/项目需求，负责采购订单的全流程跟踪，开展交期确认、进度推进与异常预警； 2、负责与供应商就排产、发货、到货、质检等关键节点进行日常沟通，推动订单按期交付，并做好过程记录与信息反馈； 3、与需求部门、技术部门、质量部门等协同，完成到货验收、入库、退换货、补料及异常处置等协调工作； 4、负责订单、送货单、合格证/检验报告、发票等单据的收集、核对与归档，确保资料完整、可追溯； 5、负责ERP/SAP/采购系统中订单状态维护、交期更新、到货登记等数据维护工作，并按要求输出周/月度交付跟踪报表； 6、协助开展供应商交付绩效统计与问题闭环，跟踪质量/交付问题整改进展，支持对账、结算等相关工作； 7、完成上级安排的其他工作任务。 任职资格: 1、本科及以上学历，专业不限；机械、材料、物流、供应链等相关专业优先 2、具备0-3年制造业采购跟单/计划/物流相关工作经经验优先； 3、应届生可培养； 4、熟练使用Office（尤其Excel），具备ERP/SAP系统操作经验者优先； 5、工作主动、责任心强，具备良好沟通协调能力与跨部门协作意识； 6、能适应多任务并行与交付压力，能接受必要的加班或短期出差安排。,本科,3年及以上,航天/航空,2026-01-16,2026-03-16
4136,顺博合金安徽有限公司,顺博合金,废弃资源综合利用业,分选工（残疾人）,重庆,4000.0,7000.0,岗位职责： 1、服从检验员/组长日常工作安排，分选时按批次顺序进行分选， 2、确按作业标准书内容要求或检验员临时要求分类堆放归仓； 3、各种材料分选出的杂料再次加工分选、验收分类堆放到指定位置； 岗位要求： 1、持残疾证，肢体残疾优先； 2、吃苦耐劳，不怕脏， 接受现场工作环境； 3、具有一定沟通能力，服从团队工作安排。 福利：五险一金、免费住宿、免费工作餐、假日礼品、高温补贴、餐补等,学历不限,经验不限,矿产/采掘,2026-02-24,2026-04-24
2529,江西蓝恒达化工有限公司,东阳光,综合,安全工程师,宜春,8000.0,15000.0,岗位职责： 1、根据新发布国家法律法规和地方政府要求参与制定公司安全培训教育计划并落实； 2、参与安全生产标准化建设，负责完善安全科相关资料； 3、参与双重预防体系建设实施方案及实施指南的制定与落实； 4、对承包商进厂服务人员进行入厂安全教育，对施工过程进行监督、考核； 5、参与日常安全隐患排查、重大危险源隐患排查、并督促落实整改措施； 6、辨识作业活动范围内的危险危害因素，制定、落实控制措施，防止各种伤害和事故； 7、制止和纠正违章指挥、强令冒险作业、违反操作规程的行为，督促落实安全生产整改措施； 8、参与生产安全事故调查，参与分析安全生产事故原因，统计报告工作； 9、监督动火作业、受限空间等高危作业安全措施的落实； 任职要求： 1、本科及以上学历，具备注安证书，化工、安全相关专业优先； 2、有从事化工行业安全经验者优先； 3、认真细致、责任心强，具备良好的团队合作精神和抗压能力。,本科,3年及以上,石油/化工/矿产/地质,2026-02-10,2026-04-10
3510,广州侨绿固废循环利用科技有限公司,侨银股份,公共设施管理业,电工,广州,7000.0,8000.0,岗位职责： 1. 负责及时、准确地完成电气设备的日常维修与保养工作，快速响应并处理突发故障，为生产运行提供可靠保障。 2. 定期执行电气设备的巡检、保养及相关记录工作，确保设备始终处于良好状态。 3. 负责电气设备的安装、改造、调试及试运行工作，保障设备及时、顺利投入生产使用。 4. 开展配电箱柜的定期巡检与记录，确保配电系统稳定，保障生产正常运行。 5. 推动并落实现场设备相关不符合项的整改工作，提升设备运行合规性与安全性。 6. 负责厂区空调设备的检修与维护工作，保障空调系统稳定运行。 7. 高效完成上级交办的其它临时性工作任务。 岗位要求： 1、50岁以下，持个人有效高、低压电工证，机电一体化中专以上学历，具备3年以上机电维修工作经验，能看得懂基本的图纸，具备PLC、电气检修专业知识； 2、动手能力强，能独立处理电气设备故障，较强的事故判断和处理能力； 3、强烈的敬业精神和责任感，良好的团队合作意识，工作认真负责，责任心强，能吃苦耐劳，服从上级安排； 4、要能适应根据公司需要进行加班或者倒班、动手能力强、能吃苦耐劳 5、有空调维修经验优先考虑。,中技/中专,3年及以上,环保,2026-02-27,2026-04-27
956,上药控股（湖南）有限公司,上海医药,零售业,业务员,长沙,5000.0,7000.0,【岗位要求】 1、22-38岁，大专及以上学历，市场营销、医药相关专业，两年以上相关工作经验； 2、性格外向，责任心强，学习能力强，能接受省内出差，有较好的客户开发和维系能力。 【岗位职责】 1、负责责任区域公司器械、耗材的销售、网络拓展、客户授信帐期及授信额度的申请及控制、应收账款的定期核对确认和按期回款； 2、负责目标客户的销售任务完成。 【工作内容】 1、按公司的有关规定与目标客户签订销售合同； 2、完成公司确定目标客户的销售任务和回款计划； 3、掌握目标客户相关人员的基本情况，并建立良好的工作沟通关系； 4、按时回收目标客户入库单，掌握目标客户的库存消化情况，提出调整意见或采取其他避免风险的措施； 5、服从公司和上级领导的工作安排。 上班时间：周一到周五 8:30-17:30 职位福利：五险一金、周末双休、绩效奖金、带薪年假、餐补、高温补贴、交通补助、节假日福利,大专,2年及以上,医疗/护理/卫生,2026-01-05,2026-03-05
4055,必能信超声（上海）有限公司,长江投资,道路运输业,模具设计工程师,东莞,8000.0,15000.0,"主要职责： 1.方案与报价： 参与新项目模具的技术方案评审，并提供设计输入以支持模具成本报价； 2.模具设计： 熟练运用UG软件，进行超声波焊接模具的3D建模与2D工程图绘制，确保图纸的准确性与完整性。 3.有限元分析： 运用FEA（有限元分析）工具对模具进行模拟分析，以优化设计、预测性能并提升模具可靠性。 4.团队协作： 与其他设计工程师协同工作，确保项目设计的一致性与高效性，共同解决设计过程中的技术难题。 5.技术文件输出： 编制并输出模具清单、物料清单（BOM）及其他相关技术文档，为生产加工提供清晰指引。 任职必要条件： 1.大学本科及以上学历，机械设计、模具设计或相关专业背景 2.2年以上塑料模具设计或工装夹具设计经验。 3.熟练UG软件，能够熟练进行复杂的3D建模和2D工程图设计。 4.具备良好的沟通能力，能够清晰地与团队内部及客户进行技术交流。 5.熟悉各种机械加工工艺和表面处理。 6.熟练使用Microsoft Office等办公软件（Word, Excel, PowerPoint） 7.备基础的英语沟通能力，能够阅读英文技术资料。",本科,2年及以上,仪器仪表/工业自动化,2026-02-24,2026-04-24
1932,联奕科技股份有限公司,华宇软件,软件和信息技术服务业,实施工程师（X）,杭州,5000.0,8000.0,岗位职责： 1、负责数字化校园软件项目的操作系统、公司产品的部署及数据初始化、培训； 2、负责收集客户对系统需求的使用意见、需求，并按模版整理形成文档； 3、负责与公司后台研发人员对接并跟进，保证质量完成； 4、负责撰写项目实施过程文档、个人日报等相关项目文档； 5、配合项目验收及配合项目经理做好项目收款工作。 任职要求： 1、本科及以上学历，计算机、软件工程、信息管理、计算机应用等相关专业，1年以上高校软件实施工作经验； 2、逻辑思路清晰，口头表达良好，组织协调能力较强，处理问题果断； 3、有良好的沟通能力和人际关系；具有团队合作精神； 能适应省内外出差工作； 4、良好的写作及表达能力，能够适应较大的工作压力，能够在客户、公司内部、合作单位多方沟通协调；,本科,1年及以上,计算机软件,2026-01-23,2026-03-23
4895,明新旭腾新材料股份有限公司,明新旭腾,皮革、毛皮、羽毛及其制品和制鞋业,包覆工（长白班）,嘉兴,8000.0,10000.0,岗位职责 1. 负责产品的包覆操作，确保包覆工艺符合质量标准； 2. 根据要求进行面料的裁剪和缝制，确保尺寸和形状准确； 3. 检查原材料及成品质量，及时发现问题并处理； 4. 按时完成生产任务，确保工作效率； 5. 维护和保养操作设备，保持工作区域整洁； 6. 协助团队完成其他相关生产任务。 任职要求 1. 3年以上包覆操作相关工作经验，熟练掌握缝纫和裁剪技能； 2. 能够独立完成包覆、裁剪和缝制工作，注重工艺细节； 3. 具备良好的动手能力和责任心，能够适应生产节奏； 4. 具备团队合作精神，能够积极配合生产安排。 （来 自 ）,学历不限,3年及以上,汽车,2026-02-05,2026-04-05
509,长飞先进半导体（武汉）有限公司,长飞光纤,计算机、通信和其他电子设备制造业,武汉fab客户质量工程师(J10668),武汉,13000.0,25000.0,工作职责: 1.接受和处理顾客的各类疑问、投诉，并按规定程序及时传递到相关部门及人员，跟踪整改进度和实施效果，并实施内部信息的传递和沟通。 2.收集与统计客户的质量数据和信息，及时通报质量信息和质量报警。 3.代表客户推动内部建立符合客户要求的质量管控标准以及持续改善计划。 4.负责建立良好的客户关系，开展顾客培训、信息沟通，及时加强顾客与公司间的信息交流等。 5.组织和安排客户审核相关事宜，以及审核后改善措施的追踪结案。 任职资格: 1.本科及以上学历，理工科相关专业。 2.3年以上半导体质量工作经验，熟悉半导体工艺。 3.掌握QC五大工具，七大手法，熟练掌握8D等工具。 4.熟悉office操作；熟悉与客户沟通技巧；熟悉fab工艺流程知识；熟悉项目管理；熟悉QC七大手法运用；熟悉8D运用；熟悉APQP工具运用；熟悉DFMEA、PFMEA运用；熟悉SPC运用；熟悉MSA运用；熟悉PPAP运用；熟悉CP运用；熟悉DOE实验设计；六西格玛知识以及运用；熟悉ISO 9001基础知识以及标准要求运用；熟悉IATF 16949基础知识、标准条款运用；熟悉VDA6.3过程审核运用；熟悉量测&amp;生产设备、工艺相关知识；熟悉实验室测试相关知识；熟悉原材料相关知识。 5.具备较强的分析问题、独立解决问题的能力。抗压性强，沟通能力佳，能够适应短期出差。 6.优秀的品行和职业素质，强烈的敬业精神与责任感。英文读写流利者优先。 7. 熟悉有害物质管理基础知识、法律法规及客户标准及客户标准条款应用。。,本科,3年及以上,电子技术/半导体/集成电路,2026-02-27,2026-04-27
4030,大众交通（集团）股份有限公司,大众交通,道路运输业,行政司机,重庆,6000.0,7000.0,"【工作内容】 - 负责公司领导及员工的日常出行安排，确保安全、准时接送； - 保持车辆整洁，定期检查车辆状况，及时保养和维护； - 遵守交通法规，文明驾驶，树立公司良好形象； - 协助处理与车辆相关的行政事务，如加油、年检等。 【任职要求】 - 持有有效驾驶证，驾龄5年以上，无重大交通事故记录；要求有英语基础。 - 为人诚实可靠，责任心强，具备良好的服务意识和沟通能力； - 具备基本的车辆维护常识，能独立处理简单故障； - 无不良驾驶记录，能适应灵活的工作时间安排。 待遇： 每月综合薪资税前6000+（加班另算），入职购买五险一金 工作时间： 每周一至周五8时至18时（含驾驶员1小时吃饭休息时间），每周共5天,超出时间外都算加班. 平时超9小时加班费：35元/小时 周末加班费：40元/小时 节假日加班费：45元/小时 平时产生的停车路桥费实报实销 入职后收取5000元资产保管金，离职退，介意者***",高中,5年及以上,交通/运输/物流,2026-03-02,2026-05-02
1152,武汉华康世纪洁净科技股份有限公司,华康洁净,建筑安装业,投标造价专员,武汉,8000.0,11000.0,岗位职责： 1、根据招标文件和招标清单独进行投标报价编制，确保满足投标文件需求； 2、负责内部成本价格库建立，不断优化报价工具，提高工作效率； 3、与招标方、招标代理、公证机构等保持良好沟通，处理投标相关事宜。 任职要求： 1、统招大专以上学历，工程造价专业，两年以上造价工作经验（熟练使用广联达等主流清单计价软件）； 2、抗压能力强，能接受一定程度加班； 3、思路清晰，学习能力强。,大专,2年及以上,建筑/建材/工程,2026-02-02,2026-04-02
1273,重庆志特新材料科技有限公司,志特新材,金属制品业,铝模爬架销售经理,重庆,6000.0,12000.0,一、岗位职责： 1、开拓并维护各业务关系，完成销售目标并提高销售业绩； 2、负责客户开发、跟进、维护等更项任务； 3、巩固大客户和合作伙伴长期战略合作关系，不断提升客户的忠诚度和满意度，梳理公司品牌形象。 二、任职要求： 1、大专及以上学历，性别不限，专业不限，有驾驶证及自带车者优先； 2、具有强烈的进取心，责任感和使命感，能吃苦耐劳，抗压能力强，执行力强；有强烈的事业心和团队协作精神。有较强的商务谈判、公关及拓展能力。 3、熟悉建筑行业，具有2年以上装配式建筑行业相关经验，有敏锐的市场意识、应变能力。有同行业工作管理经验者优先考虑。 工作区域：成都,大专,3年及以上,建材,2026-02-27,2026-04-27
